Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
1,2023-11-24,CUST001,male,34.0,beauty,3,50,150
2,2023-02-27,CUST002,female,26.0,clothing,2,500,1000
3,2023-01-13,CUST003,male,50.0,electronics,1,30,30
4,2023-05-21,CUST004,male,37.0,clothing,1,500,500
5,2023-05-06,CUST005,male,30.0,beauty,2,50,100
6,2023-04-25,CUST006,female,45.0,beauty,1,30,30
7,2023-03-13,CUST007,male,46.0,clothing,2,25,50
8,2023-02-22,CUST008,male,30.0,electronics,4,25,100
9,2023-12-13,CUST009,male,63.0,electronics,2,300,600
10,2023-10-07,CUST010,female,52.0,clothing,4,50,200
11,2023-02-14,CUST011,male,23.0,clothing,2,50,100
12,2023-10-30,CUST012,male,35.0,beauty,3,25,75
13,2023-08-05,CUST013,male,22.0,electronics,3,500,1500
14,2023-01-17,CUST014,male,64.0,clothing,4,30,120
15,2023-01-16,CUST015,female,42.0,electronics,4,500,2000
16,2023-02-17,CUST016,male,19.0,clothing,3,500,1500
17,2023-04-22,CUST017,female,27.0,clothing,4,25,100
18,2023-04-30,CUST018,female,47.0,electronics,2,25,50
19,2023-09-16,CUST019,female,62.0,clothing,2,25,50
20,2023-11-05,CUST020,male,22.0,clothing,3,300,900
21,2023-01-14,CUST021,female,50.0,beauty,1,500,500
22,2023-10-15,CUST022,male,18.0,clothing,2,50,100
23,2023-04-12,CUST023,female,35.0,clothing,4,30,120
24,2023-11-29,CUST024,female,49.0,clothing,1,300,300
25,2023-12-26,CUST025,female,64.0,beauty,1,50,50
26,2023-10-07,CUST026,female,28.0,electronics,2,500,1000
27,2023-08-03,CUST027,female,38.0,beauty,2,25,50
28,2023-04-23,CUST028,female,43.0,beauty,1,500,500
29,2023-08-18,CUST029,female,42.0,electronics,1,30,30
30,2023-10-29,CUST030,female,39.0,beauty,3,300,900
31,2023-05-23,CUST031,male,44.0,electronics,4,300,1200
32,2023-01-04,CUST032,male,30.0,beauty,3,30,90
33,2023-03-23,CUST033,female,50.0,electronics,2,50,100
34,2023-12-24,CUST034,female,51.0,clothing,3,50,150
35,2023-08-05,CUST035,female,58.0,beauty,3,300,900
36,2023-06-24,CUST036,male,52.0,beauty,3,300,900
37,2023-05-23,CUST037,female,18.0,beauty,3,25,75
38,2023-03-21,CUST038,male,38.0,beauty,4,50,200
39,2023-04-21,CUST039,male,23.0,clothing,4,30,120
40,2023-06-22,CUST040,male,45.0,beauty,1,50,50
41,2023-02-22,CUST041,male,34.0,clothing,2,25,50
42,2023-02-17,CUST042,male,22.0,clothing,3,300,900
43,2023-07-14,CUST043,female,48.0,clothing,1,300,300
44,2023-02-19,CUST044,female,22.0,clothing,1,25,25
45,2023-07-03,CUST045,female,55.0,electronics,1,30,30
46,2023-06-26,CUST046,female,20.0,electronics,4,300,1200
47,2023-11-06,CUST047,female,40.0,beauty,3,500,1500
48,2023-05-16,CUST048,male,54.0,electronics,3,300,900
49,2023-01-23,CUST049,female,54.0,electronics,2,500,1000
50,2023-08-24,CUST050,female,27.0,beauty,3,25,75
51,2023-10-02,CUST051,male,27.0,beauty,3,25,75
52,2023-03-05,CUST052,female,36.0,beauty,1,300,300
53,2023-07-13,CUST053,male,34.0,electronics,2,50,100
54,2023-02-10,CUST054,female,38.0,electronics,3,500,1500
55,2023-10-10,CUST055,male,31.0,beauty,4,30,120
56,2023-05-31,CUST056,female,26.0,clothing,3,300,900
57,2023-11-18,CUST057,female,63.0,beauty,1,30,30
58,2023-11-13,CUST058,male,18.0,clothing,4,300,1200
59,2023-07-05,CUST059,male,62.0,clothing,1,50,50
60,2023-10-23,CUST060,male,41.5221052631579,beauty,3,50,150
61,2023-04-09,CUST061,male,21.0,beauty,4,50,200
62,2023-12-27,CUST062,male,18.0,beauty,2,50,100
63,2023-02-05,CUST063,male,57.0,electronics,2,25,50
64,2023-01-24,CUST064,male,49.0,clothing,4,25,100
65,2023-12-05,CUST065,male,51.0,electronics,4,500,2000
66,2023-04-27,CUST066,female,45.0,electronics,1,30,30
67,2023-05-29,CUST067,female,48.0,beauty,4,300,1200
68,2023-02-10,CUST068,male,25.0,electronics,1,300,300
69,2023-04-30,CUST069,female,56.0,beauty,3,25,75
70,2023-02-21,CUST070,female,43.0,clothing,1,300,300
71,2023-07-14,CUST071,female,51.0,beauty,4,25,100
72,2023-05-23,CUST072,female,20.0,electronics,4,500,2000
73,2023-08-21,CUST073,male,29.0,electronics,3,30,90
74,2023-11-22,CUST074,female,18.0,beauty,4,500,2000
75,2023-07-06,CUST075,male,61.0,beauty,4,50,200
76,2023-03-25,CUST076,female,22.0,electronics,2,50,100
77,2023-07-09,CUST077,female,41.5221052631579,clothing,2,50,100
78,2023-07-01,CUST078,female,47.0,clothing,3,500,1500
79,2023-04-18,CUST079,male,34.0,beauty,1,300,300
80,2023-12-10,CUST080,female,64.0,clothing,2,30,60
81,2023-05-17,CUST081,male,40.0,electronics,1,50,50
82,2023-12-26,CUST082,female,32.0,beauty,4,50,200
83,2023-12-16,CUST083,male,54.0,electronics,2,50,100
84,2023-11-28,CUST084,female,38.0,electronics,3,30,90
85,2023-02-06,CUST085,male,31.0,clothing,3,50,150
86,2023-11-08,CUST086,male,19.0,beauty,3,30,90
87,2023-11-22,CUST087,female,28.0,beauty,2,50,100
88,2023-03-29,CUST088,male,56.0,clothing,1,500,500
89,2023-10-01,CUST089,female,55.0,electronics,4,500,2000
90,2023-05-06,CUST090,female,51.0,electronics,1,30,30
91,2023-03-25,CUST091,female,55.0,electronics,1,500,500
92,2023-08-25,CUST092,female,51.0,electronics,4,30,120
93,2023-07-14,CUST093,female,35.0,beauty,4,500,2000
94,2023-05-19,CUST094,female,47.0,beauty,2,500,1000
95,2023-11-24,CUST095,female,32.0,clothing,2,30,60
96,2023-12-19,CUST096,female,44.0,clothing,2,300,600
97,2023-10-13,CUST097,female,41.5221052631579,beauty,2,500,1000
98,2023-04-23,CUST098,female,55.0,beauty,2,50,100
99,2023-12-17,CUST099,female,50.0,electronics,4,300,1200
100,2023-06-16,CUST100,male,41.0,electronics,1,30,30
101,2023-01-29,CUST101,female,32.0,clothing,2,300,600
102,2023-04-28,CUST102,female,41.5221052631579,beauty,2,25,50
103,2023-01-17,CUST103,female,59.0,clothing,1,25,25
104,2023-06-11,CUST104,female,34.0,beauty,2,500,1000
105,2023-07-25,CUST105,female,22.0,electronics,1,500,500
106,2023-05-18,CUST106,female,46.0,clothing,1,50,50
107,2023-02-03,CUST107,female,21.0,clothing,4,300,1200
108,2023-04-19,CUST108,female,27.0,beauty,3,25,75
109,2023-10-18,CUST109,female,34.0,electronics,4,500,2000
110,2023-06-11,CUST110,male,27.0,clothing,3,300,900
111,2023-04-19,CUST111,female,34.0,electronics,3,500,1500
112,2023-12-02,CUST112,male,37.0,clothing,3,500,1500
113,2023-09-13,CUST113,female,41.0,electronics,2,25,50
114,2023-07-22,CUST114,female,22.0,beauty,4,25,100
115,2023-11-26,CUST115,male,51.0,clothing,3,500,1500
116,2023-08-23,CUST116,female,23.0,clothing,1,30,30
117,2023-03-15,CUST117,male,19.0,electronics,2,500,1000
118,2023-05-16,CUST118,female,30.0,electronics,4,500,2000
119,2023-03-13,CUST119,female,60.0,clothing,3,50,150
120,2023-05-07,CUST120,male,60.0,beauty,1,50,50
121,2023-10-15,CUST121,female,28.0,electronics,4,50,200
122,2023-10-03,CUST122,male,64.0,electronics,4,30,120
123,2023-05-15,CUST123,female,40.0,electronics,2,30,60
124,2023-10-27,CUST124,male,33.0,clothing,4,500,2000
125,2023-08-08,CUST125,male,48.0,clothing,2,50,100
126,2023-10-26,CUST126,female,28.0,clothing,3,30,90
127,2023-07-24,CUST127,female,33.0,clothing,2,25,50
128,2023-07-05,CUST128,male,25.0,beauty,1,500,500
129,2023-04-23,CUST129,female,21.0,beauty,2,300,600
130,2023-03-12,CUST130,female,57.0,clothing,1,500,500
131,2023-09-18,CUST131,female,21.0,beauty,2,300,600
132,2023-09-10,CUST132,male,42.0,electronics,4,50,200
133,2023-02-16,CUST133,male,20.0,electronics,3,300,900
134,2023-01-25,CUST134,male,49.0,electronics,1,50,50
135,2023-02-26,CUST135,male,20.0,clothing,2,25,50
136,2023-03-20,CUST136,male,44.0,electronics,2,300,600
137,2023-11-18,CUST137,male,41.5221052631579,beauty,2,500,1000
138,2023-03-23,CUST138,male,49.0,clothing,4,50,200
139,2023-12-15,CUST139,male,36.0,beauty,4,500,2000
140,2023-08-05,CUST140,male,41.5221052631579,electronics,1,30,30
141,2023-11-02,CUST141,female,22.0,electronics,1,50,50
142,2023-02-02,CUST142,male,35.0,electronics,4,300,1200
143,2023-07-17,CUST143,female,45.0,clothing,1,50,50
144,2023-07-15,CUST144,female,59.0,beauty,3,500,1500
145,2023-11-02,CUST145,female,39.0,clothing,3,25,75
146,2023-08-28,CUST146,male,38.0,clothing,4,50,200
147,2023-09-28,CUST147,male,23.0,electronics,1,300,300
148,2023-05-09,CUST148,male,18.0,clothing,2,30,60
149,2023-10-11,CUST149,male,22.0,clothing,3,25,75
150,2023-01-06,CUST150,female,58.0,electronics,4,30,120
151,2023-12-15,CUST151,male,29.0,clothing,1,50,50
152,2023-02-28,CUST152,male,43.0,electronics,4,500,2000
153,2023-12-16,CUST153,male,63.0,electronics,2,500,1000
154,2023-10-02,CUST154,male,51.0,electronics,3,300,900
155,2023-05-17,CUST155,male,31.0,electronics,4,500,2000
156,2023-11-25,CUST156,female,43.0,clothing,4,25,100
157,2023-06-24,CUST157,male,62.0,electronics,4,500,2000
158,2023-02-27,CUST158,female,44.0,electronics,2,300,600
159,2023-05-31,CUST159,male,26.0,clothing,4,50,200
160,2023-08-11,CUST160,female,43.0,clothing,2,50,100
161,2023-03-22,CUST161,male,64.0,beauty,2,500,1000
162,2023-08-21,CUST162,male,39.0,clothing,2,30,60
163,2023-01-02,CUST163,female,64.0,clothing,3,50,150
164,2023-05-15,CUST164,female,47.0,beauty,3,500,1500
165,2023-09-14,CUST165,female,60.0,clothing,4,300,1200
166,2023-04-02,CUST166,male,34.0,clothing,4,500,2000
167,2023-09-17,CUST167,female,43.0,clothing,3,50,150
168,2023-02-24,CUST168,male,53.0,clothing,1,300,300
169,2023-11-17,CUST169,male,18.0,beauty,3,500,1500
170,2023-06-02,CUST170,female,25.0,clothing,2,25,50
171,2023-11-24,CUST171,female,52.0,clothing,3,300,900
172,2023-09-17,CUST172,male,32.0,beauty,2,25,50
173,2023-11-08,CUST173,female,64.0,electronics,4,30,120
174,2023-04-12,CUST174,female,39.0,beauty,1,300,300
175,2023-03-20,CUST175,female,41.5221052631579,electronics,4,25,100
176,2023-07-11,CUST176,female,43.0,beauty,2,50,100
177,2023-03-24,CUST177,male,45.0,beauty,2,50,100
178,2023-10-04,CUST178,male,40.0,clothing,2,30,60
179,2023-09-29,CUST179,male,31.0,electronics,1,300,300
180,2023-01-01,CUST180,male,41.0,clothing,3,300,900
181,2023-11-03,CUST181,male,19.0,electronics,4,300,1200
182,2023-06-15,CUST182,male,62.0,beauty,4,30,120
183,2023-09-08,CUST183,female,43.0,beauty,3,300,900
184,2023-01-10,CUST184,male,31.0,electronics,4,50,200
185,2023-02-27,CUST185,male,24.0,clothing,1,25,25
186,2023-07-05,CUST186,male,20.0,clothing,4,50,200
187,2023-06-07,CUST187,female,64.0,clothing,2,50,100
188,2023-05-03,CUST188,male,40.0,clothing,3,25,75
189,2023-01-30,CUST189,male,63.0,beauty,1,50,50
190,2023-05-04,CUST190,female,60.0,beauty,3,30,90
191,2023-10-18,CUST191,male,64.0,beauty,1,25,25
192,2023-02-10,CUST192,male,62.0,beauty,2,50,100
193,2023-02-13,CUST193,male,35.0,beauty,3,500,1500
194,2023-09-06,CUST194,male,55.0,clothing,4,50,200
195,2023-02-05,CUST195,male,52.0,clothing,1,30,30
196,2023-09-30,CUST196,female,32.0,clothing,3,300,900
197,2023-03-06,CUST197,female,42.0,clothing,4,50,200
198,2023-03-07,CUST198,female,54.0,beauty,3,300,900
199,2023-12-04,CUST199,male,41.5221052631579,beauty,3,500,1500
200,2023-09-01,CUST200,male,27.0,beauty,3,50,150
201,2023-10-09,CUST201,male,56.0,electronics,1,25,25
202,2023-03-26,CUST202,female,34.0,clothing,4,300,1200
203,2023-05-16,CUST203,male,56.0,clothing,2,500,1000
204,2023-09-28,CUST204,male,39.0,beauty,1,25,25
205,2023-11-07,CUST205,female,43.0,clothing,1,25,25
206,2023-08-05,CUST206,male,61.0,clothing,1,25,25
207,2023-04-19,CUST207,female,42.0,beauty,2,25,50
208,2023-10-04,CUST208,female,34.0,electronics,4,50,200
209,2023-12-20,CUST209,female,30.0,electronics,4,50,200
210,2023-04-13,CUST210,male,37.0,electronics,4,50,200
211,2024-01-01,CUST211,male,41.5221052631579,beauty,3,500,1500
212,2023-06-09,CUST212,male,21.0,clothing,3,500,1500
213,2023-07-24,CUST213,male,27.0,beauty,3,500,1500
214,2023-12-10,CUST214,male,20.0,beauty,2,30,60
215,2023-11-29,CUST215,male,58.0,clothing,3,500,1500
216,2023-07-11,CUST216,male,62.0,electronics,2,50,100
217,2023-08-13,CUST217,female,35.0,electronics,4,50,200
218,2023-09-22,CUST218,male,64.0,beauty,3,30,90
219,2023-08-20,CUST219,female,53.0,electronics,3,30,90
220,2023-03-03,CUST220,male,64.0,beauty,1,500,500
221,2023-05-07,CUST221,male,39.0,beauty,2,300,600
222,2023-04-26,CUST222,male,51.0,clothing,4,30,120
223,2023-02-02,CUST223,female,64.0,clothing,1,25,25
224,2023-06-23,CUST224,female,25.0,clothing,1,50,50
225,2023-01-11,CUST225,female,57.0,beauty,4,25,100
226,2023-10-29,CUST226,female,61.0,clothing,1,50,50
227,2023-10-11,CUST227,male,36.0,electronics,2,50,100
228,2023-04-28,CUST228,female,59.0,electronics,2,30,60
229,2023-10-29,CUST229,male,58.0,beauty,3,30,90
230,2023-04-23,CUST230,male,54.0,beauty,1,25,25
231,2023-01-04,CUST231,female,23.0,clothing,3,50,150
232,2023-02-06,CUST232,female,43.0,beauty,1,25,25
233,2023-12-29,CUST233,female,51.0,beauty,2,300,600
234,2023-11-20,CUST234,female,62.0,electronics,2,25,50
235,2023-01-31,CUST235,female,23.0,electronics,2,500,1000
236,2023-04-28,CUST236,female,41.5221052631579,clothing,1,25,25
237,2023-02-04,CUST237,female,50.0,beauty,2,500,1000
238,2023-01-17,CUST238,female,39.0,beauty,1,500,500
239,2023-06-19,CUST239,male,38.0,electronics,3,500,1500
240,2023-02-06,CUST240,female,23.0,beauty,1,300,300
241,2023-09-21,CUST241,female,23.0,electronics,3,25,75
242,2023-05-02,CUST242,male,21.0,clothing,1,25,25
243,2023-05-23,CUST243,female,47.0,electronics,3,300,900
244,2023-12-09,CUST244,male,28.0,beauty,2,50,100
245,2023-09-06,CUST245,male,47.0,clothing,3,30,90
246,2023-04-20,CUST246,female,48.0,electronics,2,25,50
247,2023-10-04,CUST247,male,41.0,electronics,2,30,60
248,2023-03-09,CUST248,male,26.0,clothing,3,300,900
249,2023-10-20,CUST249,male,20.0,clothing,1,50,50
250,2023-10-23,CUST250,male,48.0,electronics,1,50,50
251,2023-08-31,CUST251,female,57.0,beauty,4,50,200
252,2023-05-05,CUST252,male,54.0,electronics,1,300,300
253,2023-08-31,CUST253,female,53.0,clothing,4,500,2000
254,2023-07-28,CUST254,male,41.0,electronics,1,500,500
255,2023-04-08,CUST255,male,48.0,clothing,1,30,30
256,2023-02-18,CUST256,male,23.0,clothing,2,500,1000
257,2023-02-19,CUST257,male,19.0,beauty,4,500,2000
258,2023-12-04,CUST258,female,37.0,clothing,1,50,50
259,2023-08-09,CUST259,female,45.0,clothing,4,50,200
260,2023-07-01,CUST260,male,28.0,beauty,2,30,60
261,2023-08-05,CUST261,male,21.0,clothing,2,25,50
262,2023-07-30,CUST262,female,32.0,beauty,4,30,120
263,2023-08-28,CUST263,male,23.0,beauty,2,30,60
264,2023-01-28,CUST264,male,47.0,clothing,3,300,900
265,2023-12-11,CUST265,female,55.0,clothing,3,300,900
266,2023-12-01,CUST266,female,19.0,electronics,2,30,60
267,2023-11-27,CUST267,female,32.0,beauty,3,30,90
268,2023-02-20,CUST268,female,28.0,electronics,1,30,30
269,2023-02-01,CUST269,male,25.0,clothing,4,500,2000
270,2023-07-26,CUST270,male,43.0,electronics,1,300,300
271,2023-06-23,CUST271,female,62.0,beauty,4,30,120
272,2023-02-25,CUST272,female,61.0,electronics,2,50,100
273,2023-05-08,CUST273,female,22.0,beauty,1,50,50
274,2023-04-09,CUST274,female,23.0,clothing,2,500,1000
275,2023-04-08,CUST275,male,43.0,clothing,2,500,1000
276,2023-10-02,CUST276,female,21.0,beauty,4,25,100
277,2023-08-18,CUST277,male,36.0,clothing,4,25,100
278,2023-03-13,CUST278,female,41.5221052631579,clothing,4,25,100
279,2023-08-05,CUST279,male,50.0,clothing,1,500,500
280,2023-04-04,CUST280,female,37.0,clothing,3,500,1500
281,2023-05-23,CUST281,female,41.5221052631579,beauty,4,500,2000
282,2023-08-25,CUST282,female,64.0,electronics,4,50,200
283,2023-05-08,CUST283,female,18.0,electronics,1,500,500
284,2023-02-08,CUST284,male,43.0,clothing,4,50,200
285,2023-08-15,CUST285,female,31.0,electronics,1,25,25
286,2023-10-09,CUST286,male,55.0,electronics,2,25,50
287,2023-02-20,CUST287,male,54.0,clothing,4,25,100
288,2023-01-26,CUST288,male,28.0,clothing,4,30,120
289,2023-11-30,CUST289,male,53.0,electronics,2,30,60
290,2023-10-04,CUST290,female,30.0,beauty,2,300,600
291,2023-01-08,CUST291,male,60.0,clothing,2,300,600
292,2023-02-17,CUST292,male,20.0,beauty,4,300,1200
293,2023-05-02,CUST293,male,50.0,electronics,3,30,90
294,2023-03-27,CUST294,female,23.0,clothing,3,30,90
295,2023-07-28,CUST295,female,27.0,beauty,3,300,900
296,2023-09-06,CUST296,female,22.0,clothing,4,300,1200
297,2023-09-04,CUST297,female,40.0,electronics,2,500,1000
298,2023-04-20,CUST298,male,27.0,beauty,4,300,1200
299,2023-07-25,CUST299,male,61.0,electronics,2,500,1000
300,2023-01-31,CUST300,female,41.5221052631579,electronics,4,50,200
301,2023-03-26,CUST301,male,30.0,clothing,4,30,120
302,2023-07-14,CUST302,male,57.0,beauty,2,300,600
303,2023-01-02,CUST303,male,19.0,electronics,3,30,90
304,2023-07-19,CUST304,female,37.0,electronics,2,30,60
305,2023-05-16,CUST305,female,18.0,beauty,1,30,30
306,2023-08-21,CUST306,male,54.0,electronics,1,50,50
307,2023-05-27,CUST307,female,26.0,electronics,2,25,50
308,2023-08-05,CUST308,female,34.0,beauty,4,300,1200
309,2023-12-23,CUST309,female,26.0,beauty,1,25,25
310,2023-10-12,CUST310,female,28.0,beauty,1,25,25
311,2023-12-05,CUST311,female,32.0,beauty,4,25,100
312,2023-09-07,CUST312,male,41.0,clothing,4,30,120
313,2023-03-21,CUST313,female,41.5221052631579,beauty,3,500,1500
314,2023-04-08,CUST314,male,52.0,clothing,4,30,120
315,2023-06-01,CUST315,female,47.0,clothing,2,30,60
316,2023-04-22,CUST316,female,48.0,clothing,2,25,50
317,2023-01-30,CUST317,male,22.0,electronics,3,30,90
318,2023-10-24,CUST318,male,61.0,clothing,1,25,25
319,2023-10-05,CUST319,male,31.0,clothing,1,500,500
320,2023-02-01,CUST320,female,41.5221052631579,electronics,4,300,1200
321,2023-06-10,CUST321,female,26.0,electronics,2,25,50
322,2023-01-30,CUST322,male,51.0,electronics,1,500,500
323,2023-01-26,CUST323,female,29.0,beauty,3,300,900
324,2023-10-27,CUST324,female,52.0,electronics,3,50,150
325,2023-09-02,CUST325,female,52.0,electronics,2,25,50
326,2023-09-15,CUST326,female,18.0,clothing,3,25,75
327,2023-09-29,CUST327,male,57.0,electronics,3,50,150
328,2023-03-22,CUST328,male,39.0,beauty,2,50,100
329,2023-01-30,CUST329,female,41.5221052631579,electronics,4,25,100
330,2023-09-18,CUST330,female,25.0,beauty,4,50,200
331,2023-02-11,CUST331,male,28.0,electronics,3,30,90
332,2023-04-06,CUST332,male,58.0,electronics,4,300,1200
333,2023-02-05,CUST333,female,54.0,electronics,4,300,1200
